MovieID,Title,imdbID,spanishTitle,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL,KMeans_Cluster
3812,Every Thing You Always Wanted to Know About Sex * But Were Afraid to Ask,68555,Todo lo que quiso saber sobre el sexo,1972,7.3,19.0,17.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/83/96/10839641_det.jpg,2
3813,Interiors,77742,Interiores,1978,6.5,12.0,9.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/26/07/260700_det.jpg,2
3814,Love and Death,73312,La última noche de Boris Grushenko,1975,8.0,15.0,15.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,4.0,4797.0,88.0,http://content9.flixster.com/movie/10/88/73/10887311_det.jpg,4
3816,La historia oficial,89276,La historia oficial,1985,8.3,8.0,8.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,3.9,624.0,86.0,http://content8.flixster.com/movie/10/88/87/10888722_det.jpg,4
3817,Søndagsengler,117817,Søndagsengler,1996,0.0,3.0,2.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/25/99/259903_det.jpg,1
3818,Pot o' Gold,34055,El arca de oro,1941,0.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/91/52/10915293_det.jpg,1
3819,Tampopo,92048,Tampopo,1985,8.3,13.0,13.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,4.3,2542.0,93.0,http://content9.flixster.com/movie/30/69/306915_det.jpg,4
3820,Thomas and the Magic Railroad,205461,Thomas and the Magic Railroad,2000,3.9,65.0,12.0,53.0,18.0,4.3,19.0,5.0,14.0,26.0,2.8,700.0,41.0,http://content9.flixster.com/movie/25/12/251295_det.jpg,3
3821,Nutty Professor II: The Klumps,144528,El profesor chiflado II: La familia Klump,2000,4.4,84.0,22.0,62.0,26.0,4.8,22.0,8.0,14.0,36.0,2.7,14847.0,53.0,http://content8.flixster.com/movie/28/85/288598_det.jpg,3
3822,La fille sur le pont,144201,La fille sur le pont,1999,7.4,39.0,35.0,4.0,89.0,7.4,7.0,6.0,1.0,85.0,4.1,2378.0,88.0,http://content8.flixster.com/movie/10/92/73/10927326_det.jpg,0
3824,Autumn in New York,174480,Otoño en Nueva York,2000,4.1,68.0,14.0,54.0,20.0,3.6,19.0,3.0,16.0,15.0,3.0,6655.0,56.0,http://content9.flixster.com/movie/10/88/81/10888131_det.jpg,3
3826,Hollow Man,164052,El hombre sin sombra,2000,4.4,112.0,31.0,81.0,27.0,3.8,29.0,5.0,24.0,17.0,2.6,18221.0,35.0,http://content6.flixster.com/movie/63/74/30/6374304_det.jpg,3
3827,Space Cowboys,186566,Space Cowboys,2000,6.8,114.0,90.0,24.0,78.0,7.0,28.0,23.0,5.0,82.0,3.0,9433.0,49.0,http://content6.flixster.com/movie/25/79/257904_det.jpg,0
3829,Mad About Mambo,156757,Locos por el mambo,2000,5.2,14.0,8.0,6.0,57.0,0.0,4.0,1.0,3.0,25.0,3.1,674.0,46.0,http://content7.flixster.com/movie/10/91/63/10916361_det.jpg,4
3830,Psycho Beach Party,206226,Psycho Beach Party,2000,5.5,31.0,17.0,14.0,54.0,4.4,7.0,2.0,5.0,28.0,3.3,1978.0,62.0,http://content7.flixster.com/movie/10/93/52/10935297_det.jpg,0
3831,Saving Grace,195234,El jardín de la alegría,2000,6.0,88.0,56.0,32.0,63.0,6.3,23.0,15.0,8.0,65.0,3.8,3065.0,82.0,http://content8.flixster.com/movie/10/91/52/10915290_det.jpg,0
3832,I tre volti della paura,57603,Las tres caras del miedo,1963,6.7,12.0,10.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/92/03/10920307_det.jpg,2
3833,The Brain That Wouldn't Die,52646,The Brain That Wouldn't Die,1962,4.2,11.0,4.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/93/53/10935331_det.jpg,2
3834,Bronco Billy,80472,Bronco Billy,1980,6.5,15.0,12.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/26/32/263203_det.jpg,2
3836,Kelly's Heroes,65938,Los violentos de Kelly,1970,7.0,14.0,12.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/25/44/254407_det.jpg,2
3837,Phantasm II,95863,Phantasma II - El regreso,1988,3.9,14.0,4.0,10.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/11/15/27/11152776_det.jpg,2
3838,Phantasm III: Lord of the Dead,110823,Phantasma - El Pasaje del Terror,1994,4.5,9.0,4.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/25/74/77/2574775_det.jpg,2
3839,Phantasm IV: Oblivion,138703,Phantasma - Apocalipsis,1998,3.5,7.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/27/63/276314_det.jpg,1
3840,Pumpkinhead,95925,Pacto de sangre,1988,5.3,16.0,9.0,7.0,56.0,0.0,1.0,0.0,1.0,0.0,2.9,3312.0,52.0,http://content9.flixster.com/movie/27/06/270611_det.jpg,4
3841,Air America,99005,Air America,1990,3.4,14.0,2.0,12.0,14.0,0.0,1.0,0.0,1.0,0.0,2.7,5347.0,37.0,http://content9.flixster.com/movie/28/31/283191_det.jpg,4
3843,Sleepaway Camp,86320,Sleepaway Camp,1983,6.2,10.0,7.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/26/86/268626_det.jpg,2
3846,Easy Money,85470,Quien tiene una suegra tiene un tesoro,1983,5.2,6.0,2.0,4.0,33.0,0.0,1.0,0.0,1.0,0.0,3.1,883.0,57.0,http://content9.flixster.com/movie/10/86/90/10869099_det.jpg,4
3847,Ilsa: She Wolf of the SS,71650,La loba de las SS,1975,3.9,10.0,3.0,7.0,30.0,0.0,1.0,0.0,1.0,0.0,3.0,950.0,49.0,http://content7.flixster.com/movie/69/92/699201_det.jpg,4
3848,Silent Fall,111187,Un testigo en silencio,1994,4.1,17.0,4.0,13.0,23.0,3.2,5.0,0.0,5.0,0.0,3.0,420.0,37.0,http://content6.flixster.com/movie/27/86/278604_det.jpg,0
3849,The Spiral Staircase,38975,La escalera de caracol,1945,8.0,13.0,12.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/87/39/10873955_det.jpg,2
3850,What Ever Happened to Aunt Alice?,65206,¿Qué fue de la tía Alice?,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/11/13/19/11131956_det.jpg,1
3851,I'm the One That I Want,251739,I'm the One That I Want,2000,6.7,22.0,13.0,9.0,59.0,0.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/88/07/10880788_det.jpg,2
3852,The Tao of Steve,234853,The Tao of Steve,2000,6.8,47.0,37.0,10.0,78.0,7.8,9.0,9.0,0.0,100.0,3.4,1245.0,66.0,http://content6.flixster.com/movie/27/07/270720_det.jpg,0
3853,The Tic Code,165986,The Tic Code,1999,6.6,28.0,21.0,7.0,75.0,7.2,11.0,10.0,1.0,90.0,3.5,135.0,64.0,http://content7.flixster.com/movie/10/88/66/10886661_det.jpg,0
3854,Aimée & Jaguar,130444,Aimée y Jaguar,1999,7.2,48.0,43.0,5.0,89.0,7.1,13.0,12.0,1.0,92.0,4.0,1140.0,84.0,http://content7.flixster.com/movie/28/68/286805_det.jpg,0
3855,Une liaison pornographique,204709,Una relación privada,1999,7.4,34.0,29.0,5.0,85.0,8.6,7.0,7.0,0.0,100.0,3.7,724.0,75.0,http://content8.flixster.com/movie/11/12/64/11126438_det.jpg,0
3857,Bless the Child,163983,La bendición,2000,2.9,97.0,3.0,94.0,3.0,2.4,28.0,0.0,28.0,0.0,2.8,4085.0,45.0,http://content7.flixster.com/movie/27/47/274709_det.jpg,3
3858,Cecil B. DeMented,173716,Cecil B. Demente,2000,5.6,78.0,40.0,38.0,51.0,4.4,24.0,8.0,16.0,33.0,3.4,2682.0,65.0,http://content9.flixster.com/movie/10/86/70/10867015_det.jpg,0
3859,The Eyes of Tammy Faye,233687,The Eyes of Tammy Faye,2000,7.0,34.0,29.0,5.0,85.0,7.6,6.0,6.0,0.0,100.0,3.6,398.0,69.0,http://content6.flixster.com/movie/26/54/265428_det.jpg,0
3860,The Opportunists,138681,The Opportunists,2000,5.7,26.0,14.0,12.0,53.0,6.9,6.0,5.0,1.0,83.0,3.1,74.0,41.0,http://content9.flixster.com/movie/10/84/04/10840431_det.jpg,0
3861,The Replacements,191397,Equipo a la fuerza,2000,4.9,105.0,42.0,63.0,40.0,4.5,32.0,11.0,21.0,34.0,3.1,15029.0,70.0,http://content9.flixster.com/movie/55/36/61/5536619_det.jpg,3
3862,About Adam,199314,Adam y ellas,2000,6.0,57.0,39.0,18.0,68.0,6.7,16.0,13.0,3.0,81.0,3.0,2040.0,45.0,http://content8.flixster.com/movie/10/89/01/10890130_det.jpg,0
3863,The Cell,209958,La celda,2000,5.3,142.0,65.0,77.0,45.0,4.5,31.0,13.0,18.0,41.0,2.8,13598.0,55.0,http://content6.flixster.com/movie/27/01/270120_det.jpg,3
3864,Gojira ni-sen mireniamu,188640,Gojira ni-sen mireniamu,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/90/41/10904122_det.jpg,1
3865,The Original Kings of Comedy,236388,The Original Kings of Comedy,2000,6.9,87.0,75.0,12.0,86.0,7.1,29.0,26.0,3.0,89.0,3.7,3266.0,81.0,http://content7.flixster.com/movie/11/14/72/11147213_det.jpg,0
3867,All the Rage,176426,Corazones solitarios,1999,4.2,11.0,3.0,8.0,27.0,0.0,1.0,0.0,1.0,0.0,2.9,444.0,40.0,http://content7.flixster.com/movie/28/54/285421_det.jpg,4
3868,The Naked Gun: From the Files of Police Squad!,95705,Agárralo como puedas,1988,7.2,35.0,31.0,4.0,88.0,0.0,4.0,4.0,0.0,100.0,3.2,16516.0,78.0,http://content7.flixster.com/movie/10/88/60/10886069_det.jpg,4
3869,The Naked Gun 2½: The Smell of Fear,102510,Agárralo como puedas 2 1/2: el aroma del miedo,1991,5.8,34.0,19.0,15.0,55.0,6.9,7.0,6.0,1.0,85.0,2.9,10932.0,66.0,http://content9.flixster.com/movie/26/63/266323_det.jpg,0
3870,Our Town,32881,Sinfonía de la vida,1940,7.2,7.0,6.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/30/99/309994_det.jpg,2
3871,Shane,46303,Raíces profundas,1953,8.3,28.0,27.0,1.0,96.0,0.0,4.0,3.0,1.0,75.0,3.7,3957.0,78.0,http://content6.flixster.com/movie/29/13/291312_det.jpg,4
3872,"Suddenly, Last Summer",53318,"De repente, el último verano",1959,7.7,6.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/93/54/10935496_det.jpg,2
3873,Cat Ballou,59017,La ingenua explosiva,1965,7.4,19.0,19.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/28/61/286105_det.jpg,2
3874,Un divan à New York,118018,Romance en Nueva York,1996,0.0,3.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/88/49/10884953_det.jpg,1
3875,The Devil Rides Out,62885,La novia del diablo,1968,7.3,14.0,13.0,1.0,92.0,0.0,2.0,2.0,0.0,100.0,3.7,898.0,74.0,http://content7.flixster.com/movie/25/32/253293_det.jpg,4
3876,Tom and Jerry: The Movie,105616,Tom y Jerry: la película,1992,2.8,6.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/25/23/252328_det.jpg,1
3877,Supergirl,88206,Supergirl,1984,3.3,24.0,2.0,22.0,8.0,0.0,4.0,0.0,4.0,0.0,2.3,7270.0,28.0,http://content6.flixster.com/movie/26/29/262904_det.jpg,4
3878,X: The Unknown,49967,X: The Unknown,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/85/80/10858085_det.jpg,1
3879,The Art of War,160009,El arte de la guerra,2000,3.9,80.0,13.0,67.0,16.0,3.8,25.0,6.0,19.0,24.0,2.9,3794.0,45.0,http://content6.flixster.com/movie/10/94/73/10947324_det.jpg,3
3880,The Ballad of Ramblin' Jack,236008,The Ballad of Ramblin' Jack,2000,7.4,18.0,17.0,1.0,94.0,0.0,3.0,3.0,0.0,100.0,3.6,162.0,48.0,http://content8.flixster.com/movie/26/39/263998_det.jpg,4
3881,Bittersweet Motel,168515,Bittersweet Motel,2000,0.0,1.0,1.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,4.3,140.0,92.0,http://content8.flixster.com/movie/10/87/69/10876914_det.jpg,4
3882,Bring It On,204946,A por todas,2000,6.0,115.0,73.0,42.0,63.0,5.7,32.0,19.0,13.0,59.0,3.1,100795.0,68.0,http://content7.flixster.com/movie/10/89/97/10899785_det.jpg,3
3883,Catfish in Black Bean Sauce,162903,Catfish in Black Bean Sauce,1999,5.3,14.0,6.0,8.0,42.0,0.0,4.0,1.0,3.0,25.0,3.5,264.0,64.0,http://content8.flixster.com/movie/26/18/261810_det.jpg,4
3884,Star Trek,796366,Star Trek,2009,8.1,281.0,265.0,16.0,94.0,7.8,41.0,38.0,3.0,92.0,4.1,380680.0,91.0,http://content9.flixster.com/movie/10/88/85/10888595_det.jpg,0
3886,Steal This Movie,161216,Steal This Movie,2000,5.5,41.0,22.0,19.0,53.0,5.1,9.0,4.0,5.0,44.0,3.6,704.0,69.0,http://content7.flixster.com/movie/27/75/277505_det.jpg,0
3887,Went to Coney Island on a Mission from God... Be Back by Five,157182,Went to Coney Island on a Mission from God... Be Back by Five,1998,5.4,7.0,3.0,4.0,42.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/83/93/10839329_det.jpg,2
3888,Skipped Parts,209322,Sueños de adolescente,2000,0.0,4.0,1.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/28/06/280614_det.jpg,1
3889,Highlander: Endgame,144964,Los inmortales: Juego final,2000,3.3,53.0,6.0,47.0,11.0,3.6,13.0,2.0,11.0,15.0,2.8,5402.0,49.0,http://content9.flixster.com/movie/10/94/47/10944767_det.jpg,3
3891,Center Stage: Turn It Up,1145144,Center Stage: Turn It Up,2008,0.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/90/33/10903349_det.jpg,1
3893,Nurse Betty,171580,Persiguiendo a Betty,2000,7.2,129.0,108.0,21.0,83.0,6.6,33.0,24.0,9.0,72.0,2.6,4271.0,37.0,http://content6.flixster.com/movie/28/37/283792_det.jpg,0
3894,Solas,190798,Solas,1999,7.3,19.0,17.0,2.0,89.0,7.3,5.0,4.0,1.0,80.0,4.0,317.0,87.0,http://content7.flixster.com/movie/10/89/28/10892865_det.jpg,0
3895,The Watcher,204626,Juego asesino,2000,3.4,87.0,9.0,78.0,10.0,3.3,25.0,2.0,23.0,8.0,2.7,3820.0,36.0,http://content7.flixster.com/movie/27/40/274005_det.jpg,3
3896,The Way of the Gun,202677,Secuestro infernal,2000,5.4,102.0,48.0,54.0,47.0,4.9,24.0,10.0,14.0,41.0,3.3,5742.0,68.0,http://content7.flixster.com/movie/28/09/280993_det.jpg,3
3897,Almost Famous,181875,Casi famosos,2000,7.8,159.0,139.0,20.0,87.0,7.1,33.0,26.0,7.0,78.0,3.7,57797.0,89.0,http://content6.flixster.com/movie/55/05/22/5505220_det.jpg,0
3898,Bait,211938,Bait,2000,4.2,81.0,21.0,60.0,25.0,3.4,22.0,4.0,18.0,18.0,2.9,2354.0,44.0,http://content9.flixster.com/movie/27/57/275707_det.jpg,3
3899,The Circus,18773,El circo,1928,8.4,15.0,15.0,0.0,100.0,0.0,2.0,2.0,0.0,100.0,4.1,1756.0,92.0,http://content8.flixster.com/movie/31/12/311202_det.jpg,4
3900,Crime and Punishment in Suburbia,197384,Asesinato en Suburbia,2000,3.6,29.0,6.0,23.0,20.0,3.0,12.0,2.0,10.0,16.0,3.3,634.0,61.0,http://content9.flixster.com/movie/10/87/78/10877807_det.jpg,0
3901,Duets,134630,A dúo,2000,3.9,88.0,18.0,70.0,20.0,3.9,25.0,5.0,20.0,20.0,2.9,2253.0,44.0,http://content7.flixster.com/movie/26/98/269817_det.jpg,3
3902,Goya en Burdeos,210717,Goya en Burdeos,1999,6.0,26.0,14.0,12.0,53.0,6.2,6.0,2.0,4.0,33.0,3.5,289.0,65.0,http://content8.flixster.com/movie/28/03/280302_det.jpg,0
3903,Urbania,182508,Urbania,2000,6.8,27.0,19.0,8.0,70.0,7.2,6.0,4.0,2.0,66.0,3.6,469.0,73.0,http://content7.flixster.com/movie/27/56/275605_det.jpg,0
3905,The Specials,181836,The Specials,2000,5.1,15.0,7.0,8.0,46.0,0.0,1.0,0.0,1.0,0.0,3.3,699.0,59.0,http://content9.flixster.com/movie/28/20/282091_det.jpg,4
3906,Under Suspicion,164212,Bajo sospecha,2000,5.3,44.0,22.0,22.0,50.0,5.2,12.0,6.0,6.0,50.0,3.2,1858.0,49.0,http://content9.flixster.com/movie/27/62/276215_det.jpg,0
3907,Prince of Central Park,170452,Príncipe de Central Park,2000,4.4,5.0,1.0,4.0,20.0,0.0,1.0,0.0,1.0,0.0,3.0,480.0,40.0,http://content8.flixster.com/movie/10/87/55/10875574_det.jpg,4
3908,Urban Legends: Final Cut,192731,Leyenda urbana 2,2000,3.0,78.0,7.0,71.0,8.0,2.6,20.0,1.0,19.0,5.0,2.5,5717.0,35.0,http://content7.flixster.com/movie/10/94/63/10946361_det.jpg,3
3909,Woman on Top,206420,Woman on Top,2000,4.8,95.0,33.0,62.0,34.0,4.7,28.0,9.0,19.0,32.0,3.0,2022.0,44.0,http://content7.flixster.com/movie/28/55/285509_det.jpg,3
3910,Dancer in the Dark,168629,Bailar en la oscuridad,2000,6.7,113.0,76.0,37.0,67.0,6.2,26.0,17.0,9.0,65.0,4.1,17700.0,90.0,http://content6.flixster.com/movie/26/89/268916_det.jpg,0
3911,Best in Show,218839,Very Important Perros,2000,7.5,107.0,101.0,6.0,94.0,7.6,29.0,28.0,1.0,96.0,3.7,12719.0,87.0,http://content7.flixster.com/movie/10/87/12/10871241_det.jpg,0
3912,A Beautiful Mind,268978,Una mente maravillosa,2001,7.1,180.0,140.0,40.0,77.0,7.2,37.0,30.0,7.0,81.0,3.9,103150.0,91.0,http://content9.flixster.com/movie/10/93/45/10934587_det.jpg,0
3913,Barenaked in America,211219,Barenaked in America,1999,6.4,18.0,14.0,4.0,77.0,6.9,5.0,4.0,1.0,80.0,0.0,0.0,0.0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif,0
3914,The Broken Hearts Club: A Romantic Comedy,222850,El club de los corazones rotos,2000,6.0,27.0,17.0,10.0,62.0,0.0,4.0,3.0,1.0,75.0,3.6,2111.0,70.0,http://content9.flixster.com/movie/10/95/55/10955507_det.jpg,4
3916,Remember the Titans,210945,Titanes: Hicieron historia,2000,6.3,130.0,94.0,36.0,72.0,5.8,32.0,20.0,12.0,62.0,3.9,91483.0,91.0,http://content6.flixster.com/movie/25/47/254720_det.jpg,0
3917,Hellraiser,93177,"Hellraiser, los que traen el infierno",1987,5.9,30.0,19.0,11.0,63.0,0.0,3.0,0.0,3.0,0.0,3.4,13712.0,77.0,http://content6.flixster.com/movie/28/39/283900_det.jpg,4
3918,Hellbound: Hellraiser II,95294,Hellbound: Hellraiser II,1988,5.1,18.0,8.0,10.0,44.0,0.0,3.0,1.0,2.0,33.0,3.2,6950.0,68.0,http://content8.flixster.com/movie/28/97/289722_det.jpg,4
3919,Hellraiser III: Hell on Earth,104409,Hellraiser III: infierno en la Tierra,1992,3.8,9.0,2.0,7.0,22.0,0.0,1.0,0.0,1.0,0.0,2.9,5917.0,52.0,http://content7.flixster.com/movie/10/03/36/10033649_det.jpg,4
3920,"In weiter Ferne, so nah!",107209,"¡Tan lejos, tan cerca!",1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/84/17/10841786_det.jpg,1
3922,Bikini Beach,57887,Bikini Beach,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/82/75/10827579_det.jpg,1
3923,Return of the Fly,53219,El regreso de la mosca,1959,4.8,12.0,5.0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/11/15/26/11152646_det.jpg,2
3924,Pajama Party,58440,Pajama Party,1964,4.5,7.0,3.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/29/90/299022_det.jpg,2
3925,Stranger Than Paradise,88184,Extraños en el paraíso,1984,7.6,19.0,18.0,1.0,94.0,0.0,1.0,1.0,0.0,100.0,4.0,4419.0,88.0,http://content6.flixster.com/movie/10/91/84/10918452_det.jpg,4
3926,Voyage to the Bottom of the Sea,55608,Viaje al fondo del mar,1961,6.2,11.0,9.0,2.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/92/70/47/9270470_det.jpg,2
3927,Fantastic Voyage,60397,Viaje alucinante,1966,7.0,25.0,23.0,2.0,92.0,0.0,3.0,3.0,0.0,100.0,3.3,1258.0,66.0,http://content8.flixster.com/movie/10/90/66/10906686_det.jpg,4
3928,Bud Abbott Lou Costello Meet Frankenstein,40068,Abbott y Costello contra los fantasmas,1948,7.1,22.0,20.0,2.0,90.0,0.0,2.0,0.0,2.0,0.0,3.8,2347.0,81.0,http://content8.flixster.com/movie/10/22/00/10220010_det.jpg,4
3929,The Bank Dick,32234,The Bank Dick,1940,8.6,21.0,21.0,0.0,100.0,0.0,3.0,3.0,0.0,100.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/88/80/10888087_det.jpg,2
3930,Creature from the Black Lagoon,46876,La mujer y el monstruo,1954,7.0,26.0,22.0,4.0,84.0,0.0,2.0,1.0,1.0,50.0,3.3,4189.0,63.0,http://content9.flixster.com/movie/11/14/44/11144431_det.jpg,4
3931,The Giant Gila Monster,52846,The Giant Gila Monster,1959,2.9,8.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/31/02/310216_det.jpg,2
3932,The Invisible Man,24184,El hombre invisible,1933,8.4,29.0,29.0,0.0,100.0,0.0,4.0,4.0,0.0,100.0,3.7,2484.0,78.0,http://content7.flixster.com/movie/28/79/287917_det.jpg,4
3933,The Killer Shrews,52969,The Killer Shrews,1959,4.7,9.0,5.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/30/60/306098_det.jpg,2
3934,Kronos,50610,Kronos,1957,5.0,6.0,4.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/28/77/287704_det.jpg,2
3937,Runaway Jury,313542,El jurado,2003,6.6,152.0,111.0,41.0,73.0,6.6,38.0,28.0,10.0,73.0,3.4,11578.0,73.0,http://content7.flixster.com/movie/25/81/258113_det.jpg,0
3938,The Slumber Party Massacre,84695,The Slumber Party Massacre,1982,4.0,10.0,3.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/28/14/281498_det.jpg,2
3939,Slumber Party Massacre II,93996,Slumber Party Massacre II,1987,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/28/44/284403_det.jpg,1
3940,Slumber Party Massacre III,100639,Slumber Party Massacre III,1990,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/28/96/84/2896843_det.jpg,1
3941,Sorority House Massacre,91990,Sorority House Massacre,1986,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/88/60/10886084_det.jpg,1
3942,Sorority House Massacre II,100663,Sorority House Massacre II,1990,0.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/11/12/44/11124498_det.jpg,1
3943,Bamboozled,215545,Bamboozled,2000,5.4,96.0,46.0,50.0,47.0,5.5,32.0,16.0,16.0,50.0,3.6,2334.0,74.0,http://content8.flixster.com/movie/10/94/78/10947830_det.jpg,3
3944,Bootmen,210584,Bootmen,2000,4.9,17.0,6.0,11.0,35.0,4.4,5.0,1.0,4.0,20.0,3.4,1576.0,65.0,http://content9.flixster.com/movie/27/56/275699_det.jpg,0
3945,Digimon: Digital Monsters,210418,Digimón,1999,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/99/03/10990386_det.jpg,1
3946,Get Carter,208988,Get Carter,2000,3.6,60.0,7.0,53.0,11.0,2.9,19.0,1.0,18.0,5.0,2.5,4003.0,31.0,http://content7.flixster.com/movie/27/85/278597_det.jpg,3
3948,Meet the Parents,212338,Los padres de ella,2000,6.9,140.0,118.0,22.0,84.0,7.1,35.0,29.0,6.0,82.0,3.6,119331.0,79.0,http://content9.flixster.com/movie/10/80/18/10801895_det.jpg,0
3950,Tigerland,170691,Tigerland,2000,7.0,42.0,32.0,10.0,76.0,7.5,10.0,9.0,1.0,90.0,3.4,8243.0,68.0,http://content6.flixster.com/movie/27/38/273896_det.jpg,0
3951,Two Family House,202641,Two Family House,2000,7.6,33.0,29.0,4.0,87.0,8.2,10.0,10.0,0.0,100.0,3.6,294.0,79.0,http://content6.flixster.com/movie/10/92/85/10928504_det.jpg,0
3952,The Contender,208874,Candidata al poder,2000,6.7,128.0,97.0,31.0,75.0,6.2,34.0,25.0,9.0,73.0,3.5,2093.0,72.0,http://content7.flixster.com/movie/28/54/285405_det.jpg,0
3953,Dr T and the Women,205271,El doctor T y las mujeres,2000,5.7,106.0,60.0,46.0,56.0,5.9,33.0,21.0,12.0,63.0,2.3,2922.0,20.0,http://content9.flixster.com/movie/10/88/12/10881219_det.jpg,3
3954,Just Looking,162236,La chica de mis sueños,1999,5.3,21.0,9.0,12.0,42.0,4.7,5.0,1.0,4.0,20.0,3.1,291.0,54.0,http://content8.flixster.com/movie/28/51/285106_det.jpg,0
